BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,4,96361,Aft Akzonobel,Changi Business Park Central 2,103.966437,1.336491101,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,5,-,Plaza 8,Changi Business Park Central 1,103.9645692,1.3340451,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,6,-,Plaza 8 Blk 1,Changi Business Park Crescent,103.9660716,1.3329524,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,7,-,Citibank,Changi Business Park Avenue 3,103.9663908,1.3342261,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,8,-,Bus stop outside Rigel Innovation Centre,Changi Business Park Vista,103.9675272,1.3372672,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,9,65059,St. Anne's Church,Punggol Road,103.9012936,1.393084408,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,10,65049,Blk 126A,Punggol Road,103.9018717,1.389935,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,11,65039,Blk 124,Punggol Road,103.901924,1.387327419,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,12,65029,Opp Blk 111,Punggol Road,103.9006158,1.384615,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,13,65019,The Rivervale,Punggol Road,103.8974924,1.381514078,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,14,64029,Opp Blk 458,Hougang Avenue 10,103.8968828,1.377816174,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,15,64039,Blk 434,Hougang Avenue 8,103.8939376,1.376687532,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,16,64369,Blk 532,Hougang Avenue 8,103.8914935,1.376344484,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,17,64359,Montfort School,Hougang Avenue 8,103.8891876,1.375286778,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,18,64411,Blk 670,Hougang Avenue 4,,,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,19,64479,Blk 665,Hougang Avenue 9,103.88354,1.374401341,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,20,64489,Blk 946A,Hougang Avenue 9,103.8806769,1.37488765,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,21,64499,Regentville,Hougang Avenue 9,103.8782886,1.374882857,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,22,64109,Gracehaven Salvation Army,Yio Chu Kang Road,103.876909,1.372023302,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 742,MyBus Pte Ltd,Ang Mo Kio Avenue 3 - Changi Business Park,2,23,66109,Blk 151,Ang Mo Kio Avenue 3,103.8746132,1.369979225,One trip at 6.00pm, $3.50 (card) / $4.00 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,1,98319,After Ballota Park,Mariam Way,103.9684569,1.35923694,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,2,-,Outside Estella Gardens,Flora Road,103.965681,1.359868,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,3,76249,Blk 370,Tampines Avenue 7,103.9594744,1.358366398,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,4,76469,East Spring Secondary School,Tampines Street 34,103.9598505,1.356303394,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,5,76439,Blk 351,Tampines Street 33,103.9626053,1.352881667,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,6,76449,Blk 343,Tampines Street 33,103.9611301,1.352075082,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,7,76459,Blk 323,Tampines Street 33,103.9587319,1.352080031,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,8,76419,Blk 307A,Tampines Street 32,103.9564853,1.353662435,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,9,96129,Opp Blk 135,Simei Road,103.9579512,1.347458355,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,10,96189,Blk 166,Simei Road,103.9579362,1.345297803,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,11,96199,Opp Blk 224,Simei Road,103.9579698,1.34285961,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,12,96039,Expo Hall 4/5/6,Upper Changi Road East,103.9584342,1.335608333,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,13,96029,Expo Hall 1/2/3,Upper Changi Road East,103.9562003,1.333242055,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,14,2149,Suntec Tower Three,Temasek Boulevard,103.8595553,1.295604598,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,15,2161,Promenade Station Exit B,Temasek Avenue,103.8609316,1.29268554,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,16,2061,The Esplanade,Raffles Avenue,103.8564966,1.289872008,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,17,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 753,Ren Quan Transport,Flora Road - Anson Road,1,18,3223,Tanjong Pagar Station Exit C,Anson Road,103.8463247,1.275703395,One trip at 7.40am, $4.50 (card) / $5.50 (cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,1,20129,Bet Blks 50/51,West Coast Road,103.7375411,1.32034555,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,2,20239,Aft Hanasah Mosque,Teban Gardens Road,103.7394701,1.3224688,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,3,20219,Opp Blk 41,Teban Gardens Road,103.7414333,1.3220569,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,4,20209,Bef Jurong Town Hall Rd,Teban Gardens Road,103.7440744,1.32043333,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,5,20181,Ayer Rajah CC,Pandan Gardens,103.7474585,1.32048479,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,6,20191,Blk 407,Pandan Gardens,103.7484564,1.31924167,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,7,20149,Blk 408,West Coast Road,103.7489727,1.3179597,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,8,20139,Opp Angliss Building,West Coast Road,103.7520438,1.31584167,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,9,20289,The Japanese Sec Sch,West Coast Highway,103.7550342,1.31248802,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,10,20299,Opp Tanglin Secondary School,West Coast Road,103.7585754,1.31092804,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,11,17079,Blk 512,West Coast Road,103.7599936,1.30968304,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,12,17069,Opp Blk 701,West Coast Road,103.7621407,1.30776637,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,13,17049,Blk 601,West Coast Road,103.7645982,1.30470638,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,14,17039,Opp Kent Ridge Sec Sch,West Coast Road,103.7660643,1.30153165,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,15,17389,Opp West Bay Resort Condominium,West Coast Road,103.7670019,1.29908139,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,16,17029,Opp Waseda S Senior High School,West Coast Road,103.767103,1.2969457,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,17,17019,Varsity Park,West Coast Road,103.7670518,1.29379748,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,18,3222,Hub Synergy Point,Anson Road,103.8448956,1.27397837,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,19,3111,Aft Capital Tower,Robinson Road,103.8481012,1.27782595,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,20,3071,80 Robinson Rd,Robinson Road,103.8494003,1.2799061,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,21,3031,Raffles Place Station Exit F,Robinson Road,103.8508608,1.28207492,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,22,-,Along the road outside Clifford Centre,Collyer Quay,103.852694,1.28369,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,23,3011,Outside Fullerton Square,Fullerton Road,103.8534222,1.28561841,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,24,2151,Suntec Convention Centre,Temasek Boulevard,103.8578462,1.29317776,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,25,2141,Outside Suntec Tower Two,Temasek Boulevard,103.8593382,1.29576572,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 762,City Transit Pte Ltd,West Coast Road to Beach Road,1,26,1511,Opp The Gateway,Beach Road,103.8586452,1.29919826,One trip at 8am, Adult/Senior Citizen: $3.50 (cash)/$3.10 (card);Child/Student: $2 (card/cash) 
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,1,78221,Blk 231A CP,Pasir Ris Drive 4,103.9612256,1.37417518,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,2,78209,Blk 242,Pasir Ris Street 21,103.9622142,1.37136503,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,3,78219,Opp Blk 204,Pasir Ris Street 21,103.9632782,1.36725694,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,4,98111,Blk 256/ Opp Loyang Point,Pasir Ris Drive 2,103.9642447,1.36733773,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,5,97109,Aft Jalan Mariam,Old Tampines Road,103.9670262,1.36281876,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,6,98089,Bef Jalan Batalong,Old Tampines Road,103.9641429,1.36163641,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,7,98301,Avila Gardens,Flora Road,103.9648761,1.36001389,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,8,98291,Opp Palm Isles,Flora Drive,103.9651894,1.356979,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,9,3151,Aft Telok Ayer St,Cecil Street,103.8477624,1.27892125,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,10,3021,Prudential Tower,Cecil Street,103.849989,1.28255525,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,11,-, Outside Clifford Centre,Collyer Quay,103.852694,1.28369,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,12,3011,Fullerton Square,Fullerton Road,103.8534222,1.28561841,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,13,2151,Suntec Convention Centre,Temasek Boulevard,103.8578462,1.29317776,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,14,2141,Suntec Tower Two,Temasek Boulevard,103.8593382,1.29576572,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 767,City Bus Services,Pasir Ris Drive 4 to Beach Road,1,15,1511,Opp The Gateway,Beach Road,103.8586452,1.29919826,One trip at 7.40am," Card: $3.50 per adult; $2.00 per child/
Cash: $4.00 per adult "
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,1,58059,Opp Blk 592C,Sembawang Road ,103.828663,1.450790077,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,2,58049,Opp Blk 590C,Sembawang Road ,103.8270354,1.449195252,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,3,-,Pick-up/Drop-off point opposite Canberra Station,Canberra Link,103.830351,1.44284,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,4,59529,Opp Yishun Emerald,Yishun Avenue 2 ,103.8318143,1.440350529,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,5,59259,Darul Makmur Mosque,Yishun Avenue 2 ,103.8337979,1.437167834,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,6,59239,Blk 291,Yishun Ring Road,103.8368437,1.43560782,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,7,59249,Blk 257,Yishun Ring Road,103.8394374,1.434360863,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,8,59389,Opp Blk 314,Yishun Ring Road,103.8420825,1.432020719,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,9,59399,Opp Blk 367,Yishun Ring Road,103.8455206,1.430267508,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,10,59409,Evangel Family Church,Yishun Ring Road,103.8464062,1.426638831,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,11,59419,Blk 413,Yishun Ring Road,103.8459803,1.42525968,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,12,59639,Bet Blk 445/449,Yishun Ring Road,103.8441239,1.423181667,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,13,59579,Blk 456,Yishun Ring Road,103.8438985,1.4202643,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,14,59719,Opp Blk 672C,Yishun Ring Road,103.842005,1.417565449,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,15,59449,Opp Naval Base Primary School,Yishun Avenue 4 ,103.8395392,1.415529722,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,16,59731,Blk 512A,Yishun Avenue 1,103.8414952,1.41412923,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,17,59741,Opp Orchid Country Club,Yishun Avenue 1 ,103.8446406,1.415548823,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,18,59751,Opp The Shaughnessy,Yishun Avenue 1 ,103.845908,1.417255357,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,19,59471,Blk 430B,Yishun Avenue 1 ,103.8490197,1.42111543,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,20,59781,Aft Yishun Avenue 6,Yishun Avenue 1 ,103.8512581,1.42321686,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,21,59771,Blk 469B,Yishun Avenue 1 ,103.852066,1.423939,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,22,59791,Blk 471A,Yishun Avenue 1 ,103.853576,1.425903,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,23,96049,Upper Changi Station/Singapore University of Technology and Design,Upper Changi Road East ,103.9612789,1.340414503,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,24,-,Outside Eightrium @ Changi Business Park,Changi South Avenue 1,103.9638595,1.3376443,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,25,-,Outside The IBM Place,Changi Business Park Avenue 1,103.9638594,1.3360398,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,26,96401,Honeywell Building,Changi Business Park Central 1 ,103.965988,1.403060915,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,27,96361,Aft Akzonobel,Changi Business Park Central 2,103.966437,1.336491101,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
PBS 776,Ren Quan Transport ,Sembawang Road - Changi Business Park,1,28,96321,DBS Asia Hub,Changi South Avenue 2 ,103.9653246,1.332082717,One trip at 7.30am, $4.50 (card) / $5.50 (cash) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,1,75279,Opp Blk 721,Tampines Ave 9,103.936204,1.36047494,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,2,75269,Opp Blks 710/713,Tampines Ave 6,103.9381422,1.35917286,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,3,75139,Blk 863,Tampines Ave 5,103.936125,1.35563964,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,4,75149,Blk 867A,Tampines Ave 5,103.9336639,1.35597194,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,5,75159,Blk 874,Tampines Ave 8,103.9314664,1.35405115,Two trips at 7.00am and 7.30am, $3.20 (card) 
LCS1 (Tampines) ,SBS Transit Ltd,Tampines Avenue 9 - Airline Road,1,6,75101,Blk 880,Tampines Ave 3,103.9315015,1.35109968,Two trips at 7.00am and 7.30am, $3.20 (card) 
